Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
..2.71............7...68....2.1..6.8.4...23...3...6..5...54......5..32..4.8..7..1,25,52,4,3,0,0,0,0,0,Intermediate,
1...76.9....1....5.863............578..6........85.............3...94..671.5...39,24,45,12,0,0,0,0,0,0,Easy,
...4..5.2....5.....9...74.........694.........82...7..6.93...7..38..2..5.7.6...8.,24,46,11,0,0,0,0,0,0,Easy,
4....38.5...6.59...9...41.7..7..6....8.......9.5381...34....7...7.......8......93,26,50,5,0,0,0,0,0,0,Easy,
6.5.3..4..1..8..3..7..4.5...6...57..481...........68......5.3..74.........2....7.,24,39,18,1,0,1,0,0,0,Intermediate,
.364..9..8..........9.8...4.9...54...7...3...62.7.95.836....8.2........548.6.....,27,66,10,0,0,0,0,5,6,Expert,
9....451..71.9...4.3...2..8..425...1.....7...2.981....32..7......83...5..........,26,55,0,0,0,0,0,0,0,Simple,
..7.2.......7.....96...8.5..7..951....3..1.95..536...2.8....3..3....2...5.6.1....,26,48,16,4,0,1,0,2,2,Expert,
.7.1.6..2.1.2..9.75..3........7.2..86..............1.3..3..9..67..8.3...98..5....,25,98,6,4,1,4,0,10,8,Expert,
8.....1..2...........1..4.6...62.5.9.....5.7..7.9..8.2.958.1..4...2......1..4..6.,25,44,12,0,0,0,0,0,0,Easy,
.2.4.....6..85..4........6..7..83..68......2.4..9.73....3...9.4.895.....5.......2,25,53,32,1,0,1,0,12,12,Expert,
..2......4....8.........624..5.....6...7....5.76....83..735..9...8.....72..4...5.,23,50,8,0,0,0,0,0,0,Easy,
.........278.645...95...47...42.1.57..9.8.6.........4......2..1.6....2.5......89.,26,47,8,1,0,0,0,0,0,Intermediate,
.......8....782.5..1....2..1...4...5.3.2.5.....8..13..3..6....7.41.37..2.5..1....,26,44,11,0,0,0,0,0,0,Easy,
7....6..55.38..69.....9..7.2.76..3.....7...2...8.....6..932........7...8.....9.1.,25,76,20,1,0,5,0,6,4,Expert,
.......3446.7....553.1....9...9.5....7...6.5.9.8...4.634......8....4.....8..7....,25,37,19,0,0,0,0,0,0,Easy,
.7.3914.....2.6.19............5.9.........794.3..1.6.27.2..43......6.9..6..13....,27,56,14,2,0,4,0,2,2,Expert,
2.........83...1....9...763........84.....271..8....39.97..18.2..142....84..973..,29,50,1,1,0,0,0,1,0,Expert,
...738...5.4..1.......5...7...........354...82...19.....2...1..39.8...5..8..9..7.,24,35,22,0,0,0,0,0,0,Easy,
1........2.45...3...3.7.....82...9.....4.72.....1.....8..7.14...9...38.5.....4.2.,24,42,15,0,0,0,0,0,0,Easy,
.4........72.6......1...2.....62.8.3...543.7..5...8..2..4...5..8......6..6.21...7,25,45,11,1,1,3,0,0,0,Intermediate,
9..7.46..3...68.45..6.927...8...7..3.3..26..8..7....6..4.........9.......6...3...,26,51,15,2,1,0,0,2,2,Expert,
9.7..1....2..7.1......4579...93...6.2......3.71..59.4..62.............1...4..36..,26,37,18,3,0,0,0,0,0,Intermediate,
.1.7.85...7..5...95...42.6....9..65.....8...77..5...1.9...76.2...5.........8....1,26,40,19,0,1,1,0,2,2,Expert,
.....3..2.9.......2......9....251...5..3....174.......6.9....1..1.47..3..3..957.6,25,46,9,0,0,0,0,1,0,Expert,
........6..6.3..28....89..7..3.........59.......4267...9.2...6......4....473...85,24,40,17,0,0,0,0,0,0,Easy,
3.5..76.2.62.9..711....45.9.1...6..3...52..177...4.................3...4.5.......,26,42,13,0,0,0,0,0,0,Easy,
..54.......2..3..51.7..5.4..1.2.4..3..4.7...8.2.65..1.8.....6.......73..........7,25,39,17,0,0,0,0,0,0,Easy,
1....92..............6.4...5..........4...6786.7..1.9...6..75.......6..2.8..1.4..,22,47,12,0,0,0,0,0,0,Easy,
.2.8.1...4....516..65....83........83......9.....4.25...4.83.15..9..2..6.....4...,26,53,2,0,0,0,0,0,0,Easy,
............81..6...8...14...3.74.8...419...7.9......53.95......876.1....5678....,27,46,8,0,0,0,0,0,0,Easy,
.1..38.4.3.82........7.1...2.14......5...7.....4.25...4....6.7..7..4.5.2.86......,26,39,16,0,0,0,0,0,0,Easy,
..4.....538......15.9..73......2......2.7.8..843..51.....1...4275.....3...8......,25,33,22,1,0,0,0,1,0,Expert,
..64.5...3..78.9....86...43.9..5.1.....3..8......1....6..94....75......68.9.....1,26,54,15,0,1,2,0,6,4,Expert,
...5...87.35...4...7.4.85.2.5....2...........2..81....3..2....6...687.4......5...,24,38,19,0,0,0,0,0,0,Easy,
...94....68...5...4...67......67..2...8........7..96....1.....9.49.8.5.6.7.5.2..1,26,50,5,0,0,0,0,0,0,Easy,
...9....49.....1....58...9........6....61.3...3..87...5.6.9...3.7.4.6..8.98..5.7.,26,132,34,5,3,3,1,19,28,Expert,
...4.3..6..8.....35...6..9..8...61......89...61.3..4.9.....1.5....53.64....79....,26,37,18,4,0,0,0,0,0,Intermediate,
......2...69.85..77.31.2......6.1......7..1..59.......1.78...39..6...7...85.9....,26,40,19,1,1,1,0,3,2,Expert,
.7..1....4.8.....2.......9..1.2...4.726........9.7........46..1.....9.851.2..8...,23,62,18,2,0,1,0,3,2,Expert,
.958.6.2..6..1..3.81.....6..4..5..96...6..5...8.4.9..3.3.2..18.............1.8...,27,38,16,2,0,0,0,0,0,Intermediate,
5.86......27.4.5..34......6....8...........2....57.........52.9.6.9.7.83..3....5.,24,45,12,0,0,0,0,0,0,Easy,
.2.5..1.....749..6...........5.8.2..9....2....4.1...7.1.96....57....5.6....4.....,23,49,9,0,0,0,0,0,0,Easy,
...97....69.2.17.8..1.8..9.....2.4.9.....6..5.4........6.....51.82.65..445......7,28,52,1,0,0,0,0,0,0,Easy,
7643........1..73.1..5...848.......75.9....4....41......8...97..........3....71.5,25,46,18,3,0,1,0,2,2,Expert,
.45....6.1.....45..36.7......45.7.1...8.4.....1......2.6.......85.7.1.....7.....3,24,45,21,0,0,3,2,2,2,Expert,
.5....36...8..2.9..3.59.21...1.......4.9...5.....1....9..4......62..1.8.5...3.4..,25,47,9,0,0,0,0,0,0,Easy,
...........6.....1...5..3.9....3.6..5.8..7....1..5.9...792.......21....56..8.3.2.,23,41,17,1,0,0,0,0,0,Intermediate,
......6...6...8953...5.78..9.7.......3...2.......5..7.59...3..2...2.4.9.4.3....6.,25,72,25,2,0,1,0,8,12,Expert,
..259.6.195.8.......1.....58.....4.........23..........46.891......642391...3....,26,51,7,1,0,1,0,4,2,Expert,
......7.........5..3..2...67..5..621...97...5.15..8...1.2..5.38....8.9..3.8......,25,45,11,0,0,0,0,0,0,Easy,
.6..85..7..3..4.69.78......6.4...3.2...9.2.78....3.......37...6...5.6.......2..8.,26,48,7,0,0,0,0,0,0,Easy,
8........2..4......9.........13..92..8.9..6.5..965.84..6.8.413.4...3......35...8.,27,39,12,0,1,1,0,3,0,Expert,
...97....29...........2..6.3.9.6...7..6...94.42.....13.5...4.....15...3...31.7...,25,41,15,0,0,0,0,0,0,Easy,
49.1......7..4..96..6...3..7......63.1......7......2.....3261..5........9..47....,23,49,9,2,0,3,0,0,0,Intermediate,
...145...615....34.8.6...............6.5.32...3.89..1.....86.5.....5.92.1......6.,26,50,5,0,0,0,0,0,0,Easy,
495................6.4.3.71.34.9.......51.....2...4..52..1...46..6...7.9.1.6..2..,26,43,12,0,0,0,0,0,0,Easy,
...7..8..5.8..1.2.2..9...53..9..8..........3...3.5.1.93..8...9.......612...517..8,27,56,14,0,0,0,0,2,2,Expert,
4...7..........13..1....697..4....8.3......6....4....18..6.1.759.78..3..16...5..9,27,48,12,1,0,1,0,2,2,Expert,
.4..3.58.5...1....8......7..5...97.61....4.........4...9..47...6....1..54...8..3.,24,40,17,0,0,0,0,0,0,Easy,
...37..4.29...8.....4..2.8...3.49...87..1.43.9..5..........5..83.7.2.....5.1.....,26,69,14,0,0,0,0,6,6,Expert,
.61.7.9...8.3..5.......57.8.5..6.84..7.5......93....1..147......3......9.....4...,25,47,9,1,0,0,0,0,0,Intermediate,
.93........14...3.4...6...9..7.3..9.....75....581..3...3...1..48.5......7.6....85,26,36,19,0,0,0,0,0,0,Easy,
.8.3.9.......6..9...6.......256..4..4...5.......7..98.5..4......738.....6....7.3.,23,56,2,0,0,0,0,0,0,Easy,
..16......543.9...6...5..73.......19.......5.......4.7.4...3.6...5..83.4.6.1..89.,26,50,5,0,0,0,0,0,0,Easy,
.8.....2..2.8.9.1..6..42.9....1....39...5......3.2.6........5..1...8.....965.31..,25,35,21,0,0,0,0,0,0,Easy,
5.819.47.1..........7.8...3.61.......7..148..........68...3.....13..9.....9751...,26,53,2,0,0,0,0,0,0,Easy,
8.215..7...5..3..8....9..52...9...3.2..83.....5.......3.....4...8.2.4..7..4....21,26,34,21,0,0,0,0,0,0,Easy,
.5.12..........9...26.7.53....7...2..9.23.4.67..5..1......4.........6..7.6.3...49,26,33,22,1,0,0,0,0,0,Intermediate,
.....8......35.......6..1.3.....6.8..1..8..67....7.2....24..8....371...6..4....51,24,51,6,0,0,0,0,0,0,Easy,
2...6.....8...7..9......2...3..9...78....2...97...54..4.57....3..682.......5..69.,25,57,10,1,0,1,0,2,2,Expert,
.....8635....31......4....2..........46..3.....8214....14..62.7..2..536.3...8.5.4,28,54,13,4,1,2,0,3,2,Expert,
.5..3.21..9...1.....1.86..59..1..3....4.6.1.2.6...4.5..2......68........4..3.....,25,27,29,0,0,0,0,0,0,Easy,
8...........7..3..5.......1.....5.8.41..6.7........14..73.8...915..94...64.57....,25,33,23,0,0,0,0,0,0,Easy,
2..81..4.3..2...8..1.....5.5.......6.39......6.......1..63........5.6.9..2.9..8.3,24,37,20,0,0,0,0,0,0,Easy,
9...5..242..16...9.58...1....4...593..1....6...9.8...1.........6.2.9.......5...3.,25,61,6,0,1,0,0,2,2,Expert,
...34..9.9....68........3.....2.718.8..6...2..16..4...........1...478..2.67.2.94.,27,34,20,2,0,0,0,0,0,Intermediate,
.4...65..56...9.....1.3...8..........14......9..8.4..5.2..9....49.3...86..8...1.9,25,50,6,0,0,0,0,0,0,Easy,
5.3........2.8...3.76.4.9.2....9.6..49.3....87....8..........6.3...6.......9.75..,24,38,17,3,0,2,0,2,0,Expert,
......78.986.....2....6....6.8......2.31..5.9.7.....1.....5..9.3.189.25.........3,25,42,13,0,2,0,0,1,0,Expert,
....67.......5...14.63.18..2..5......6...4.7......3..8..31.6....82.......457...26,26,45,9,1,0,1,0,1,0,Expert,
......5..6.23.......58..6.7.27...8.....28...3.1..73.5..897....5...6.29....6...3..,27,47,6,0,0,1,0,1,0,Expert,
9...861...........8...2.....8...4.....2.....36.1...92..2.81.6...5..4...8.4..59..1,25,31,25,0,0,0,0,0,0,Easy,
.......8.8.......9....6.....6...8..4.9.1.....1.5..7..3.....9..15.3..14.6..45....7,23,44,14,0,0,0,0,0,0,Easy,
7..36...5.....5.......1832.........45..671...6...3.2....8146...14.8..6.7.........,26,44,11,1,0,0,0,0,0,Intermediate,
.6......53.7..4.9.1..3.7.......76.......39.46.....15..416.....99.3....5.....4..2.,26,39,16,0,0,0,0,0,0,Easy,
.......79.15..78.3......51.8...5.4.2...2.3...29.....3...4.....87.....394.2....7..,26,46,9,0,0,0,0,0,0,Easy,
71...8...........9..........7..6......4.31.28..3.74.........873.3.9.71..62....4..,24,52,5,0,0,0,0,0,0,Easy,
.3..4..8......5..4...28......17..2.......9.38....5...........5.129....7.87...3.21,24,40,15,0,0,1,0,2,0,Expert,
78..4...6.43.......5..9...79.5..82...7....8.......936...8..2..........9.69.....58,25,44,12,0,0,0,0,0,0,Easy,
8.9...2...1....6..362...1...2..1.9...3..8..7....6725.1....9....6.5...........58.9,26,110,20,1,0,0,0,10,18,Expert,
9.....561......8.....75...9......4.......8793.1........94..1.86.5.63.1...6..4...7,26,44,11,1,1,0,1,0,0,Intermediate,
.......19.......5......9..61....65..6..48...37.4..3....5...8.9.3...91.....6.7...4,24,51,6,0,0,0,0,0,0,Easy,
....9..7.......6.44...6...8.5....79..7.6..485........2..5......24.98.....1..24.59,26,41,14,1,0,5,0,0,0,Intermediate,
.....94..96..2...138...1.7......8.3...23..6187..1...............91...7.2.7..8....,25,41,15,0,0,0,0,0,0,Easy,
.6.....89.285..64.........2..9..............85...7.16...26.9...1..78.5...7....8..,24,37,20,0,0,0,0,0,0,Easy,
..9.2.....5.1.39.8...58.3...74.9.15.....5.23....7.....1.....8....74........2.1...,25,47,9,0,0,0,0,0,0,Easy,
...9...3....3.2...4.........9...7.21...6.......2.31.9.2..4.83.6..6....1..17..694.,26,44,11,0,0,0,0,0,0,Easy,
.1..3........95..14.7..635.....19.7....5.349..264.....643...5....2..1............,26,42,13,3,0,0,0,0,0,Intermediate,
..82.....31..8.4..2....5...8.2.76..3.....384....81.6..7..3.........5.3..6.1.47...,27,45,9,0,0,0,0,0,0,Easy,
1.....6..43..675.2..513..47.1...532..............14..6......7.....4...51...259..3,28,45,7,0,0,0,0,1,0,Expert,
...4.9.2.1...7..........6.92.17.8....68..4.7..9.21..56........47.......2....9.78.,26,47,8,0,0,0,0,0,0,Easy,
2.17...54.3.6...7...9.42.366.4.9...5.................2.1...........2.9.39.54....7,26,51,4,0,0,0,0,0,0,Easy,
.9..8....4...2.56..5.96.4..6..5..21.8..13..9.2...........6.......1..9..5.3......6,25,47,9,0,0,0,0,0,0,Easy,
...92...8........35.3..1..........6.....583.16..1..9.5..827........65.....98....6,24,37,20,0,0,0,0,0,0,Easy,
.....2743.......6.6...39...8.4.273....7...1....6.1...4.9.8........974..2.........,24,40,17,0,0,0,0,0,0,Easy,
.9.83.26.6..54...83.....9..1....2.5.....1.8..2.86.....8.6.5.1...1.9....29....6...,28,38,15,0,0,0,0,0,0,Easy,
......75.47..8.....69.......4......38.....1.5..51...94..1....8..5.7..619.....9.4.,25,34,22,0,0,0,0,0,0,Easy,
5....2.8.....3......2.68....6..2.8....41.96..2.5.8.19...1.4.......3.....39...12..,26,53,16,0,0,0,0,3,2,Expert,
.......2..5...73..3..5...4......2..3.1.....7.....35.185218..7...9......27.....48.,25,36,20,3,1,4,0,0,0,Intermediate,
..7.....2.8...2.........3.14..9.....1.3.......2.831...3..49...8..6.7....94.2...7.,24,35,22,0,0,0,0,0,0,Easy,
..8.1.6.79.........738.....8.1..62...943..8.....28..14...............326...9.3.8.,26,52,3,0,1,0,0,0,0,Intermediate,
....5..7...5...36....3..91....6..8..4...9......987......4....969.71.8.3...3..54..,26,47,8,0,0,0,0,0,0,Easy,
..9.1.3.4.....6.1..3.7.2....2..59.43..5.....29....3.6.......7..516........3....9.,25,60,4,2,0,2,2,2,2,Expert,
..2.....95..........9.7.4.2.53......7...5..9.2..4.8..7.68..59....7.86.2....9..86.,27,38,13,3,0,2,0,3,0,Expert,
...87.461.4..........2........6.1....16..5.3..3.72...6...........741.2.5..4...78.,25,62,6,0,0,2,1,3,2,Expert,
.9..743.64..36.........2......83.7..........25..7....9.872..6....965..7.....9.4..,26,48,7,0,0,0,0,0,0,Easy,
..42...1998.....27...6.98.4..1......7..1....2......47...5..2..621...8.5..9.......,26,54,6,0,0,0,0,2,2,Expert,
...5192.4.......89.....7....91..5..8...2....7..8.3.9.....1....2.5...3...9.7.4...5,25,48,8,0,0,0,0,0,0,Easy,
..4.6...2...1...7........465.6.38....32.........7...6...15..3.......4......872..4,23,47,11,2,0,2,0,0,0,Intermediate,
..8....6.......2.3.5...6..8.352...4961...38....9..81.........9..2..4...59.....6..,25,46,10,1,0,0,0,0,0,Intermediate,
..6..3.....7..1.34..4...9...231.5...71.642...4...7.5............3...7.26..2....9.,26,40,15,0,0,0,0,0,0,Easy,
18.2..3......354..9..7.1.5..5..2....7.2..3.1....1.7.95..3....4..2........17......,26,55,0,0,0,0,0,0,0,Simple,
...93.16....1..8.9.........4...6...5..9283...6...9...3.5.4...1...3...........89.4,24,53,13,2,0,0,0,2,2,Expert,
..8.43.9..3....24.7.......8.......7.9..37.6...8...5...42...87..3.......9..975...2,26,27,28,0,0,0,0,0,0,Easy,
..8.43..943..92..6......8....3.6..7.5.24.79...963...5...9..........76....6.......,26,49,6,0,0,0,0,0,0,Easy,
...6.9....2...798.8....214..46......51.......2..5..49.1.....5...7..1......897....,25,51,5,0,0,0,0,0,0,Easy,
.396..5.....3..........591........7...6.78.........4.1.1.75...49...6.3.8.6.8.3...,25,46,9,1,0,1,0,1,0,Expert,
...83.7..5..2..3........968719....8..259.......8.....6..2.....73.....6.......653.,25,32,24,0,0,0,0,0,0,Easy,
21.3..7....4.1...3...54....3.......1.8......4......52..3.1......4.759....7...481.,25,35,21,2,0,0,1,0,0,Intermediate,
..61.3.4.37....6......2....4..2.....6.3.7.85.....5..2.....6.....8.5.4..1...7.84..,25,50,6,0,0,0,0,0,0,Easy,
.1.27.3..6....5.......84.7..7.......2....8.3....362....8..2..6.32.......5.......8,23,37,21,0,1,1,0,0,0,Intermediate,
.....97...724....63..7.8.........5......4..8....9.5473...25.....3...6.....4.8..2.,24,47,10,0,0,0,0,0,0,Easy,
6......49.....98.1...3......8....1....7.....4.94.123...1...3......6.....7..84.9..,23,37,23,2,0,1,0,2,2,Expert,
..8..2..7..4..53..9.34.1.28...1....9....34......9..17..71.....4...5.3.........982,27,40,14,1,0,0,0,0,0,Intermediate,
.32.75...7......84......2..274.5.....6...8.....3.21.....6.4..2.845.3...7........1,26,47,8,0,0,0,0,0,0,Easy,
...32..5...74......86.....4...1.54.8........6.4.2.3.1.7.........3.......4..7..62.,23,39,19,2,0,0,0,0,0,Intermediate,
5.......8......1......4..32..378.2.4.56..13...8.......8....2..326...7.4..4....6.1,26,49,18,4,0,1,0,4,2,Expert,
......2....72...8......5649...4..59.........3...82..7.9.4.6..2..72.4..3.........5,24,50,7,0,0,0,0,0,0,Easy,
35..8.....82.5.1.......9..7...2.5.............1974.8.22.5..4....9......114...8..9,26,45,10,0,0,0,0,0,0,Easy,
..31.8..9....4.123....7..8......62..6..42..1..9........1.8.479...6.3984..........,27,42,12,0,0,0,0,0,0,Easy,
28.........56..2..1.6....3......18.7.7..6..4.....8..135....3..1..3........4.28..6,25,61,30,0,0,1,0,6,6,Expert,
..2.3..1.....6..2.9....8....1592.6..6.9.7.2..8....1..7.8......5.71....6...6....3.,26,41,14,0,0,0,0,0,0,Easy,
......2..75.4..18..84....561.......2.2....57...6.7.....7.2.....4.8......23..5.84.,26,55,24,1,1,5,2,2,2,Expert,
.4....69.2........8.....7515....9....2..7.8.47.8....1.......1.9915.6427..8.......,27,52,2,0,0,0,0,0,0,Easy,
.1.67..3.8.2..15......3.8...2...6...7..9....5.69........7..3..92.3.8......6......,24,41,16,3,0,0,0,0,0,Intermediate,
..........3..47.8.8629..7...8..3.......2....91...8...........4...9...1...4.61.3.8,23,54,4,0,0,0,0,0,0,Easy,
...9.1...5...6.4.9....7..3..........3.4....7...9......4..2...1..17.3624.62...9..7,25,91,22,2,1,0,0,11,16,Expert,
9.2...4....178.....6...2......2....5.....17.88.5.4.6.1.....621...7...95.........7,25,51,5,0,0,0,0,0,0,Easy,
........1.2.4...........245.32..6..45.1.7.8.6.74..3.2..4351..7...7.............5.,26,40,15,0,0,0,0,0,0,Easy,
.3....1.8....8...7....6.5..81...9.7..6....3.25...2.8..97.....2....9.1.....65.....,24,39,18,0,0,0,0,0,0,Easy,
9.4.63....16..4......9.....6..3..7...4..8..1...8.29.....7...1..39.4.......17..89.,26,39,16,0,0,0,0,0,0,Easy,
.....1....9.6.432.1...38.5......213.......5....3.5.4.9938.1...........6...2...9.8,26,51,18,1,0,0,0,2,2,Expert,
.4.............2..9.5..2.8621.9.36....81..39.3.9..6.2......8...6.......48....9.1.,26,39,15,1,1,1,0,1,0,Expert,
..............4..7..62...9.2....5....8...75...379.2.4..743....565.74..2.......9..,25,30,26,0,0,0,0,0,0,Easy,
........6....9.....6.2...3...59..37...6..45..9....7....3..5.98..7.8...6.2.4......,23,45,13,0,0,0,0,0,0,Easy,
1.8.......4..19.5..6....4..........9......58..5.82...65.......7619..7.4.47.2..1..,26,43,12,0,0,0,0,0,0,Easy,
.....3.6...1.........67.8..47...8.9..9....38...6....7.....8.73.2...3...1..4...2..,23,79,21,2,4,3,0,6,6,Expert,
....1.74........9.....7.5.8....4....94728......6....7.8.57.......1..2.5.7...912.6,26,52,8,1,1,2,1,4,2,Expert,
.8.......7....18.....39......1..9..3......26.8..2...474...129....864..7.6........,24,48,9,0,0,0,0,0,0,Easy,
.6..7.8...8.5436...4..2..7..9....54..7.....3....3.....6.........542....9927..8..3,27,44,10,0,0,0,0,0,0,Easy,
..2..39.7..........7..6.51....2.5...7.3.....151...7.69...64...2.....1..6.......7.,24,35,22,1,0,0,0,0,0,Intermediate,
..8...43.4.2.7.8.5.......6.2..6..........5.1.....3..4...........5..467.1...1..324,24,36,21,0,0,0,0,0,0,Easy,
.......9..9.5.4.7...3.....1.3...5....8....46.5....68...5.1....8..48..3.9....49...,24,38,18,1,0,2,0,1,0,Expert,
2..3....89..8..74.......29557...4.6..2...9.5...472.9......4...6......8..3.8......,26,55,0,0,0,0,0,0,0,Simple,
..52...6...8..93..46.8..9.5............4...9...6.1....5....618..9....2..8.1.4..3.,25,39,17,4,0,0,0,0,0,Intermediate,
...8..6........5816...2...9............2..1.34..3.1..215..62.4..34.....59..5.....,25,38,18,0,0,0,0,0,0,Easy,
3...25...1....3.9..4.....7...5.8..27.......8..7.3..1....9....58.1....4..2...7....,23,46,12,0,0,0,0,0,0,Easy,
8....4..7.79......3...96...9...6.........5...6571.8..9...4...8.5..3.1...71....43.,26,50,5,0,0,0,0,0,0,Easy,
...1.....2.....35.1.3.5..7.4...3.12.5......4.........6...78.5...4.5...6..6...4.8.,24,34,23,0,0,0,0,0,0,Easy,
531...2...4...7.3.7.......81....3.5..5....48.....76....1.....6.2.3.6.14...8....27,27,34,19,3,1,4,0,1,0,Expert,
.395....8.6...8.1...8.34..5....9..6...51..9...........74.61..9...64....7.....7...,25,39,17,0,0,0,0,0,0,Easy,
....4.35.52.8.....9.....7.8....72..5..8......2........3.24.8.6.8....5..3..7.3..2.,25,32,24,0,0,1,0,0,0,Intermediate,
..69...78..76.29..1....5.266......4.72........4......5..2...8..9.52.4.6..7.......,26,44,11,0,0,0,0,0,0,Easy,
.67...4.95..9.....3.4.7...........5..8..5294...6.49........78....5.......7328.5..,26,38,17,0,0,0,0,0,0,Easy,
..5.2.6...9..5.......98.7....9......85...2.7167.....45....91..21.2.......8......6,25,34,22,1,0,1,0,0,0,Intermediate,
......7.87...9..2........9..458.......96.18....84..957.9...21.6.2..14...8.7....4.,28,61,11,2,1,0,0,2,2,Expert,
..5.3..62..6.4.13....6..5..6..1............9.8........2.98...1...1.52.......9.8..,23,36,22,0,0,0,0,0,0,Easy,
...235........6.1.......6.2..5...84.4....9..1.....139..51.98......5...6.3.8.2.9..,26,53,15,1,0,3,0,4,4,Expert,
.94.....1.......2.....629.3.....34....27.1....67.2.....8.......3..9....7...14.6..,23,38,30,0,0,0,0,2,2,Expert,
...729.6..8.......9.3.6......1....7.3......2..68.1.5..1...3.2...5.6.731.....51...,26,144,18,3,1,2,0,12,16,Expert,
.....8..589..371..5..6...7...........6.2.5981.....653......3.1.....697.....7..2.9,27,44,10,1,0,2,0,0,0,Intermediate,
.5..7.......4.1...3.9.........1..7.6...3.......4.97..3732......5.......9.6...254.,23,38,20,1,0,0,0,0,0,Intermediate,
.....3.1.....549...2.1.9.3.98...5...7........532..84.9.......9...394.27.....825..,28,49,4,0,0,0,0,0,0,Easy,
.....2.6....51...7..87.62.4.....5.8...4..96......6..71.7...4.92...9.....5.6......,25,47,8,5,1,1,0,1,0,Expert,
....426..4..95..73.5...7..4.69.2..........2......9..5.9.7..34..623....8..........,25,53,3,1,0,0,0,0,0,Intermediate,
.3.82...5.5.....3...2..58.61.....6..3......1...6...52...3..8..2...149...8..3....4,26,38,17,1,0,0,0,0,0,Intermediate,
6.8.2.1...5.9.7.......1......5....1.2....3...8.1..563.....8.326............3.2.75,25,47,9,0,0,0,0,0,0,Easy,
